evidence_id,phase,analysis_nature,dataset_code,dataset_display_name,dataset_role,modality,endpoint,horizon_days,model_or_comparison,metric,point_estimate,ci_lower_95,ci_upper_95,parent_n,evaluated_n,events,coverage,source_file,source_row,ci_source_file,ci_source_row,claim_status,allowed_claim_zh,allowed_claim_en,limitation_zh,limitation_en,planned_location,planned_figure_or_table
P4-GATE-R029-CALIBRATION-IN-THE-LARGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=29; partition=calibration; profile=90,calibration_in_the_large,0.04043580421510408,,,,94.0,41.0,0.9038461538461539,results/metrics/phase4/gate_metrics.csv,29,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的整体校准偏差为0.04043580421510408，覆盖率为0.9038461538461539。,"B7-90 had calibration-in-the-large 0.04043580421510408 in TCGA-HNSC, with coverage 0.9038461538461539.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R029-CALIBRATION-SLOPE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=29; partition=calibration; profile=90,calibration_slope,0.5310725431064419,,,,94.0,41.0,0.9038461538461539,results/metrics/phase4/gate_metrics.csv,29,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的校准斜率为0.5310725431064419，覆盖率为0.9038461538461539。,"B7-90 had calibration slope 0.5310725431064419 in TCGA-HNSC, with coverage 0.9038461538461539.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R029-OBSERVED-COVERAGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=29; partition=calibration; profile=90,observed_coverage,0.9038461538461539,,,,94.0,41.0,0.9038461538461539,results/metrics/phase4/gate_metrics.csv,29,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的观察覆盖率为0.9038461538461539，覆盖率为0.9038461538461539。,"B7-90 had observed coverage 0.9038461538461539 in TCGA-HNSC, with coverage 0.9038461538461539.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R030-IPCW-BRIER,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-80; seed=43; partition=oof; profile=80,ipcw_brier,0.20989466757419084,,,,336.0,137.0,0.8096385542168675,results/metrics/phase4/gate_metrics.csv,30,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-80的IPCW Brier评分为0.20989466757419084，覆盖率为0.8096385542168675。,"B7-80 had IPCW Brier score 0.20989466757419084 in TCGA-HNSC, with coverage 0.8096385542168675.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R030-HARRELL-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-80; seed=43; partition=oof; profile=80,harrell_c,0.5934579439252337,,,,336.0,137.0,0.8096385542168675,results/metrics/phase4/gate_metrics.csv,30,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-80的Harrell C指数为0.5934579439252337，覆盖率为0.8096385542168675。,"B7-80 had Harrell C index 0.5934579439252337 in TCGA-HNSC, with coverage 0.8096385542168675.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R030-UNO-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-80; seed=43; partition=oof; profile=80,uno_c,0.5913919246164407,,,,336.0,137.0,0.8096385542168675,results/metrics/phase4/gate_metrics.csv,30,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-80的Uno C指数为0.5913919246164407，覆盖率为0.8096385542168675。,"B7-80 had Uno C index 0.5913919246164407 in TCGA-HNSC, with coverage 0.8096385542168675.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R030-AUC-HORIZON,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-80; seed=43; partition=oof; profile=80,auc_horizon,0.6013148455491735,,,,336.0,137.0,0.8096385542168675,results/metrics/phase4/gate_metrics.csv,30,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-80的24个月AUC为0.6013148455491735，覆盖率为0.8096385542168675。,"B7-80 had 24-month AUC 0.6013148455491735 in TCGA-HNSC, with coverage 0.8096385542168675.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R030-CALIBRATION-IN-THE-LARGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-80; seed=43; partition=oof; profile=80,calibration_in_the_large,0.037407799881740304,,,,336.0,137.0,0.8096385542168675,results/metrics/phase4/gate_metrics.csv,30,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-80的整体校准偏差为0.037407799881740304，覆盖率为0.8096385542168675。,"B7-80 had calibration-in-the-large 0.037407799881740304 in TCGA-HNSC, with coverage 0.8096385542168675.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R030-CALIBRATION-SLOPE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-80; seed=43; partition=oof; profile=80,calibration_slope,0.5360795013451368,,,,336.0,137.0,0.8096385542168675,results/metrics/phase4/gate_metrics.csv,30,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-80的校准斜率为0.5360795013451368，覆盖率为0.8096385542168675。,"B7-80 had calibration slope 0.5360795013451368 in TCGA-HNSC, with coverage 0.8096385542168675.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R030-OBSERVED-COVERAGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-80; seed=43; partition=oof; profile=80,observed_coverage,0.8096385542168675,,,,336.0,137.0,0.8096385542168675,results/metrics/phase4/gate_metrics.csv,30,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-80的观察覆盖率为0.8096385542168675，覆盖率为0.8096385542168675。,"B7-80 had observed coverage 0.8096385542168675 in TCGA-HNSC, with coverage 0.8096385542168675.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R031-IPCW-BRIER,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=43; partition=oof; profile=90,ipcw_brier,0.22219367510555968,,,,377.0,156.0,0.908433734939759,results/metrics/phase4/gate_metrics.csv,31,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的IPCW Brier评分为0.22219367510555968，覆盖率为0.908433734939759。,"B7-90 had IPCW Brier score 0.22219367510555968 in TCGA-HNSC, with coverage 0.908433734939759.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R031-HARRELL-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=43; partition=oof; profile=90,harrell_c,0.5786246289970319,,,,377.0,156.0,0.908433734939759,results/metrics/phase4/gate_metrics.csv,31,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的Harrell C指数为0.5786246289970319，覆盖率为0.908433734939759。,"B7-90 had Harrell C index 0.5786246289970319 in TCGA-HNSC, with coverage 0.908433734939759.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R031-UNO-C,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=43; partition=oof; profile=90,uno_c,0.5810267657824227,,,,377.0,156.0,0.908433734939759,results/metrics/phase4/gate_metrics.csv,31,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的Uno C指数为0.5810267657824227，覆盖率为0.908433734939759。,"B7-90 had Uno C index 0.5810267657824227 in TCGA-HNSC, with coverage 0.908433734939759.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R031-AUC-HORIZON,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=43; partition=oof; profile=90,auc_horizon,0.600753429889568,,,,377.0,156.0,0.908433734939759,results/metrics/phase4/gate_metrics.csv,31,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的24个月AUC为0.600753429889568，覆盖率为0.908433734939759。,"B7-90 had 24-month AUC 0.600753429889568 in TCGA-HNSC, with coverage 0.908433734939759.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R031-CALIBRATION-IN-THE-LARGE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=43; partition=oof; profile=90,calibration_in_the_large,-0.08320970932846866,,,,377.0,156.0,0.908433734939759,results/metrics/phase4/gate_metrics.csv,31,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的整体校准偏差为-0.08320970932846866，覆盖率为0.908433734939759。,"B7-90 had calibration-in-the-large -0.08320970932846866 in TCGA-HNSC, with coverage 0.908433734939759.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
P4-GATE-R031-CALIBRATION-SLOPE,Phase 4,DEVELOPMENT_OR_CALIBRATION,TCGA-HNSC,TCGA-HNSC,transcriptomic development/calibration; no Phase 6 independent test,clinical; RNA-seq transcriptomics,24-month overall survival,730.5,B7-90; seed=43; partition=oof; profile=90,calibration_slope,0.40209725355674664,,,,377.0,156.0,0.908433734939759,results/metrics/phase4/gate_metrics.csv,31,,,DEVELOPMENT_ONLY,TCGA-HNSC中B7-90的校准斜率为0.40209725355674664，覆盖率为0.908433734939759。,"B7-90 had calibration slope 0.40209725355674664 in TCGA-HNSC, with coverage 0.908433734939759.",仅为开发/校准证据，无患者级bootstrap 95%CI，不支持独立验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Development/calibration evidence only, without patient-level bootstrap 95% CIs; not independent validation. B7 requires coverage and identical non-abstained-subset comparisons.",Results development; detail in Supplement,WP4 candidate Figure 3 / supplementary tables
